y_true,y_pred,abs_error,abs_error_percetage,nll,v,alpha,beta,abs_error_percentage
6.48,6.3804502,0.09954975128173871,0.09954975128173871,-3.4212008,0.004320729,1.6707783,1.009317e-06,1.5362615938539923
-39.0,-38.401485,0.5985145568847656,0.5985145568847656,-2.7774205,0.0153216785,2.0038989,3.574603e-06,1.5346527099609375
-106.0,-104.393875,1.6061248779296875,1.6061248779296875,-1.7418473,0.00083975395,1.2279884,1.0510073e-06,1.5152121489902712
-88.0,-86.66708,1.332916259765625,1.332916259765625,-1.8831779,0.002079582,1.2951356,1.2913117e-06,1.514677567915483
-91.0,-89.626045,1.3739547729492188,1.3739547729492188,-1.0739609,0.003387386,1.01337,4.5365403e-05,1.5098404098343063
-82.0,-80.794586,1.205413818359375,1.205413818359375,-1.5593736,0.0035793409,1.0248587,1.6293608e-05,1.4700168516577743
-4.0,-4.058461,0.05846118927001953,0.05846118927001953,-3.2414303,0.012231961,1.1958269,2.8356258e-06,1.4615297317504883
-38.0,-38.555264,0.5552635192871094,0.5552635192871094,-2.8690128,0.01606529,1.8712786,4.832349e-06,1.4612197875976562
2.48,2.443858,0.036142091751098615,0.036142091751098615,-3.4976463,0.0052617197,1.5791261,1.0245021e-06,1.4573424093184926
-122.0,-120.22794,1.7720565795898438,1.7720565795898438,-1.61101,0.00037938045,1.1744623,1.011538e-06,1.4525053931064293
7.26,7.365218,0.1052181625366213,0.1052181625366213,-1.756193,0.009646406,1.0044421,3.573935e-05,1.4492859853529105
-88.0,-86.74985,1.250152587890625,1.250152587890625,-1.9626999,0.0019053288,1.3907094,1.1448166e-06,1.420627940784801
-14.0,-14.195903,0.19590282440185547,0.19590282440185547,-2.921685,0.0031132018,1.0846908,1.1505367e-06,1.3993058885846819
-106.0,-104.52641,1.4735870361328125,1.4735870361328125,-1.7896674,0.0014908623,1.055573,2.1915841e-06,1.3901764491818986
-94.0,-92.70164,1.2983627319335938,1.2983627319335938,-1.9295635,0.0009786019,1.1020107,1.1037661e-06,1.3812369488655252
-87.0,-88.16551,1.1655120849609375,1.1655120849609375,-2.0594103,0.0017602104,1.1697346,1.3071991e-06,1.3396690631734913
-89.0,-87.82664,1.1733627319335938,1.1733627319335938,-2.0544982,0.0020543402,1.2984781,1.284904e-06,1.3183850920602176
21.0,21.274282,0.27428245544433594,0.27428245544433594,-2.3079624,0.0008806184,1.0009973,1.0418277e-06,1.306106930687314
7.26,7.1681433,0.09185672760009744,0.09185672760009744,-3.0002472,0.006488579,1.0371633,2.048006e-06,1.2652441818195241
10.0,10.1264105,0.12641048431396484,0.12641048431396484,-3.3203244,0.0029385742,1.9678484,1.0012905e-06,1.2641048431396484
-53.0,-52.333557,0.66644287109375,0.66644287109375,-2.6433864,0.0056852936,1.7678883,1.3629224e-06,1.2574393794221699
6.48,6.3992033,0.08079669952392621,0.08079669952392621,-3.3965173,0.005003383,1.4160198,1.0284724e-06,1.2468626469741697
-71.0,-70.13302,0.8669815063476562,0.8669815063476562,-2.3849883,0.001842547,1.4236335,1.0651222e-06,1.221100713165713
6.48,6.4011908,0.07880924224853558,0.07880924224853558,-3.3883567,0.0050730687,1.3833863,1.0330241e-06,1.216192010008265
-80.0,-80.97029,0.9702911376953125,0.9702911376953125,-2.2670753,0.002348811,1.4934082,1.1667947e-06,1.2128639221191406
-28.0,-27.667624,0.33237648010253906,0.33237648010253906,-3.3971152,0.02175172,2.888743,2.2188276e-06,1.1870588575090681
-83.0,-82.02477,0.9752273559570312,0.9752273559570312,-2.2083116,0.002992991,1.1620984,2.3509629e-06,1.1749727180205196
-50.0,-49.428112,0.5718879699707031,0.5718879699707031,-2.8050857,0.007842892,2.0162559,1.5307114e-06,1.1437759399414062
-50.0,-49.442112,0.5578880310058594,0.5578880310058594,-2.8368053,0.0077463775,2.0338516,1.495776e-06,1.1157760620117188
12.0,12.130519,0.13051891326904297,0.13051891326904297,-3.2449281,0.004373497,1.2573119,1.0269002e-06,1.0876576105753581
33.0,33.358658,0.3586578369140625,0.3586578369140625,-2.5742478,0.0016564763,1.0037497,1.0479978e-06,1.0868419300426135
-14.0,-13.850732,0.14926815032958984,0.14926815032958984,-4.008027,0.023909243,2.6930485,2.094871e-06,1.0662010737827845
33.0,33.344894,0.3448944091796875,0.3448944091796875,-2.5680554,0.0015834699,1.0051944,1.0302268e-06,1.0451345732717803
6.48,6.4123106,0.06768939971923871,0.06768939971923871,-3.3506103,0.0052875574,1.270235,1.058201e-06,1.0445895018401035
28.0,28.283361,0.28336143493652344,0.28336143493652344,-2.597645,0.0014629763,1.0633907,1.0020085e-06,1.012005124773298
7.26,7.186721,0.0732791519165037,0.0732791519165037,-2.632315,0.00789278,1.0184939,5.1468523e-06,1.0093547095937148
-64.0,-63.363117,0.6368827819824219,0.6368827819824219,-2.7162335,0.0037667113,1.6262654,1.1913618e-06,0.9951293468475342
30.0,29.707708,0.29229164123535156,0.29229164123535156,-2.4683945,0.0009907989,1.1643302,1.0001887e-06,0.9743054707845052
-66.0,-65.36579,0.6342086791992188,0.6342086791992188,-2.5013833,0.002547629,1.1239808,1.5302662e-06,0.9609222412109375
-68.0,-67.37417,0.6258316040039062,0.6258316040039062,-2.7468796,0.0027637994,1.8378059,1.057756e-06,0.9203405941233915
6.48,6.5395,0.05950023651123004,0.05950023651123004,-3.4115152,0.0044710655,1.5617651,1.0132242e-06,0.918213526407871
-14.0,-13.872252,0.1277475357055664,0.1277475357055664,-4.0375447,0.02479417,2.6757674,2.2616327e-06,0.9124823978969029
-86.0,-85.22001,0.7799911499023438,0.7799911499023438,-2.4257674,0.0014564566,1.3719798,1.0592559e-06,0.9069664533748183
-64.0,-63.41962,0.5803794860839844,0.5803794860839844,-2.806367,0.003838853,1.6556718,1.1902692e-06,0.9068429470062256
-69.0,-68.379906,0.6200942993164062,0.6200942993164062,-2.72714,0.0024375399,1.6952041,1.0548666e-06,0.8986873903136322
-40.0,-39.642902,0.3570976257324219,0.3570976257324219,-1.866864,0.0050877235,1.018798,1.5007122e-05,0.8927440643310547
-68.0,-67.39442,0.6055831909179688,0.6055831909179688,-2.7732174,0.0027903933,1.8092861,1.0627939e-06,0.8905635160558364
6.48,6.4227552,0.05724475860595746,0.05724475860595746,-3.3553858,0.0050168205,1.3137138,1.0408648e-06,0.8834067686104545
-50.0,-49.561333,0.43866729736328125,0.43866729736328125,-3.1214595,0.0077966773,2.1168458,1.4607419e-06,0.8773345947265625
-48.0,-48.40282,0.4028205871582031,0.4028205871582031,-3.1158962,0.009780159,1.8139652,2.5757045e-06,0.8392095565795898
-48.0,-48.401546,0.4015464782714844,0.4015464782714844,-3.0865571,0.009825498,1.7359092,2.7821536e-06,0.8365551630655924
-51.0,-50.580082,0.4199180603027344,0.4199180603027344,-3.1624227,0.006521991,2.112372,1.2747221e-06,0.823368745691636
-51.0,-50.58009,0.4199104309082031,0.4199104309082031,-3.168315,0.006385411,2.1918485,1.2227638e-06,0.8233537860945159
-59.0,-59.48537,0.4853706359863281,0.4853706359863281,-2.3464034,0.0034000766,1.0598506,3.5451858e-06,0.8226620948920815
21.0,21.172327,0.17232704162597656,0.17232704162597656,-2.377534,0.0010010467,1.0011047,1.056346e-06,0.8206049601236979
-51.0,-50.582874,0.4171257019042969,0.4171257019042969,-3.1553998,0.0067296694,1.9920334,1.3681903e-06,0.8178935331456801
-51.0,-50.584892,0.41510772705078125,0.41510772705078125,-3.135276,0.007161666,1.8635262,1.578331e-06,0.8139367197074142
-57.0,-56.541206,0.45879364013671875,0.45879364013671875,-2.1386652,0.007845708,1.107521,1.40144475e-05,0.804901123046875
-68.0,-67.45595,0.5440521240234375,0.5440521240234375,-2.8585296,0.0026114702,1.8710687,1.0454887e-06,0.8000766529756433
-106.0,-105.155106,0.8448944091796875,0.8448944091796875,-2.1550329,0.0013724815,1.0802209,1.6862521e-06,0.7970701973393278
-80.0,-80.62583,0.6258316040039062,0.6258316040039062,-2.6590462,0.0023929602,1.4717801,1.1820055e-06,0.7822895050048828
-12.0,-11.906283,0.09371662139892578,0.09371662139892578,-4.031978,0.012632645,2.3728151,1.1789223e-06,0.7809718449910482
31.0,30.77046,0.2295398712158203,0.2295398712158203,-2.5252287,0.0012922636,1.0169683,1.0056236e-06,0.7404511974703881
-48.0,-48.343628,0.3436279296875,0.3436279296875,-3.178471,0.010081693,1.7938735,2.784203e-06,0.7158915201822916
-14.0,-13.901366,0.0986337661743164,0.0986337661743164,-4.1049633,0.024717849,2.7079334,2.199094e-06,0.7045269012451172
-119.0,-119.83132,0.8313217163085938,0.8313217163085938,-1.8624941,0.00035700705,1.103379,1.0141458e-06,0.6985896775702468
7.26,7.209426,0.05057407379150369,0.05057407379150369,-2.6819928,0.007623595,1.0196058,4.5209063e-06,0.6966125866598305
-104.0,-103.28401,0.7159881591796875,0.7159881591796875,-2.161476,0.0012020139,1.0600427,1.6405095e-06,0.6884501530573919
-39.0,-38.734825,0.26517486572265625,0.26517486572265625,-3.428957,0.014873645,2.0908537,3.0679594e-06,0.6799355531350161
-51.0,-50.654194,0.3458061218261719,0.3458061218261719,-3.3160572,0.00650535,2.135051,1.2730426e-06,0.6780512192670036
-22.0,-21.852497,0.14750289916992188,0.14750289916992188,-4.03453,0.01663969,2.800127,1.4363034e-06,0.6704677234996449
6.48,6.5231123,0.04311229705810504,0.04311229705810504,-3.427614,0.00422387,1.6701291,1.0085529e-06,0.6653132262053247
-12.0,-11.920552,0.07944774627685547,0.07944774627685547,-4.0397024,0.012937657,2.327139,1.2060644e-06,0.6620645523071289
-57.0,-56.62515,0.3748512268066406,0.3748512268066406,-2.0540078,0.007897708,1.091372,1.7074459e-05,0.6576337312397204
-23.0,-22.850628,0.14937210083007812,0.14937210083007812,-4.144389,0.02097381,3.3231711,1.4762296e-06,0.6494439166525136
-23.0,-22.85291,0.14709091186523438,0.14709091186523438,-4.1099386,0.020378428,3.1183596,1.5582607e-06,0.6395257037618886
-23.0,-22.85347,0.1465301513671875,0.1465301513671875,-4.154598,0.021437466,3.3273356,1.5082944e-06,0.6370876146399457
-56.0,-56.354786,0.3547859191894531,0.3547859191894531,-2.314435,0.007363047,1.1269984,9.59513e-06,0.6335462842668805
-48.0,-48.30363,0.3036308288574219,0.3036308288574219,-3.2205431,0.010204254,1.79074,2.8452266e-06,0.6325642267862955
-23.0,-22.855946,0.14405441284179688,0.14405441284179688,-4.1612105,0.02107415,3.3162563,1.4877137e-06,0.626323534094769
12.0,12.074786,0.07478618621826172,0.07478618621826172,-3.2983098,0.0044455025,1.3091743,1.0228739e-06,0.6232182184855143
-108.0,-107.33011,0.669891357421875,0.669891357421875,-2.1553912,0.0006913172,1.1140369,1.0675892e-06,0.620269775390625
-15.0,-14.907451,0.09254932403564453,0.09254932403564453,-4.2115626,0.024857359,2.9483974,1.9344025e-06,0.6169954935709635
-34.0,-33.79281,0.20719146728515625,0.20719146728515625,-2.6681812,0.023900403,1.5166025,2.2091977e-05,0.6093866684857536
-19.0,-18.886337,0.1136627197265625,0.1136627197265625,-4.1841745,0.020042388,2.987899,1.5257064e-06,0.5982248406661185
-14.0,-13.916327,0.08367252349853516,0.08367252349853516,-4.1210194,0.023429511,2.6589494,2.0730504e-06,0.597660882132394
-30.0,-29.826496,0.17350387573242188,0.17350387573242188,-4.008118,0.018213872,3.1797197,1.5455435e-06,0.5783462524414062
-96.0,-95.44693,0.553070068359375,0.553070068359375,-2.4755533,0.0014492827,1.2047491,1.2093099e-06,0.5761146545410156
-15.0,-14.914195,0.08580493927001953,0.08580493927001953,-4.2649775,0.024165474,3.0380838,1.7646137e-06,0.5720329284667969
32.0,31.819693,0.18030738830566406,0.18030738830566406,-2.6132123,0.0012004754,1.228241,1.0002299e-06,0.5634605884552002
-25.0,-24.861336,0.13866424560546875,0.13866424560546875,-4.1291823,0.023048487,3.188922,1.8390465e-06,0.554656982421875
-64.0,-63.648655,0.3513450622558594,0.3513450622558594,-3.060114,0.0046490068,1.5260212,1.4761011e-06,0.5489766597747803
-107.0,-106.4407,0.5593032836914062,0.5593032836914062,-2.1300135,0.000734032,1.039682,1.183342e-06,0.5227133492443049
-16.0,-15.916507,0.08349323272705078,0.08349323272705078,-4.3172174,0.023977188,3.1790316,1.6434789e-06,0.5218327045440674
-91.0,-90.52854,0.47145843505859375,0.47145843505859375,-1.7640803,0.0028309869,1.0292429,1.0273098e-05,0.5180861923720811
-11.0,-10.943961,0.056038856506347656,0.056038856506347656,-3.9328504,0.010691371,2.0791888,1.151239e-06,0.5094441500577059
-16.0,-15.918706,0.08129405975341797,0.08129405975341797,-4.3439083,0.023864979,3.2444654,1.5866434e-06,0.5080878734588623
-30.0,-29.84869,0.15130996704101562,0.15130996704101562,-4.068542,0.018704228,3.1539838,1.6100673e-06,0.5043665568033854
12.0,12.060164,0.060164451599121094,0.060164451599121094,-3.265479,0.005536045,1.1217648,1.1383142e-06,0.5013704299926758
32.0,31.841696,0.15830421447753906,0.15830421447753906,-2.6147711,0.0011828417,1.2390783,1.000208e-06,0.49470067024230957
20.0,19.901178,0.09882164001464844,0.09882164001464844,-3.0117483,0.0026704338,1.2210952,1.0049521e-06,0.4941082000732422
31.0,31.151808,0.1518077850341797,0.1518077850341797,-2.6036632,0.001493827,1.0123135,1.0117833e-06,0.48970253236832156
-8.0,-7.9610567,0.03894329071044922,0.03894329071044922,-3.9281917,0.010183924,2.0732238,1.1244838e-06,0.48679113388061523
-17.0,-17.080439,0.08043861389160156,0.08043861389160156,-2.745328,0.02402931,1.3361347,1.7005348e-05,0.47316831700942097
-165.0,-165.7643,0.7642974853515625,0.7642974853515625,-1.477815,0.00020527112,1.0068092,1.2592243e-06,0.46321059718276514
-29.0,-28.866701,0.1332988739013672,0.1332988739013672,-4.009669,0.019964341,2.851801,2.0631087e-06,0.4596512893150593
-22.0,-21.899788,0.10021209716796875,0.10021209716796875,-4.0912857,0.016933316,2.679994,1.5405969e-06,0.45550953258167615
6.48,6.508971,0.028971214294433167,0.028971214294433167,-3.4213483,0.004481332,1.5696064,1.0130918e-06,0.44708664034619083
-62.0,-62.276924,0.27692413330078125,0.27692413330078125,-2.9176998,0.004679368,1.2837371,1.9814333e-06,0.4466518279044859
-96.0,-95.57388,0.426116943359375,0.426116943359375,-2.3056173,0.0011504305,1.0574156,1.369409e-06,0.44387181599934894
-16.0,-15.929576,0.07042407989501953,0.07042407989501953,-2.2860634,0.019607173,1.1132219,2.8237859e-05,0.44015049934387207
6.48,6.4515486,0.028451423645019958,0.028451423645019958,-3.411984,0.0048197038,1.4615561,1.0219699e-06,0.4390651797070981
-22.0,-21.909533,0.09046745300292969,0.09046745300292969,-4.1608334,0.016811853,2.8305554,1.4326838e-06,0.41121569546786224
-16.0,-15.935079,0.06492137908935547,0.06492137908935547,-4.319602,0.024609882,3.1086318,1.7621414e-06,0.4057586193084717
-12.0,-11.95222,0.04778003692626953,0.04778003692626953,-4.0072813,0.023705157,2.3802917,2.5403926e-06,0.3981669743855794
-8.0,-7.968463,0.03153705596923828,0.03153705596923828,-3.9196033,0.010831448,1.9944652,1.1710766e-06,0.3942131996154785
7.26,7.2314634,0.028536567687988068,0.028536567687988068,-2.2850716,0.008600135,1.0104234,1.1174754e-05,0.3930656706334445
57.0,57.214264,0.214263916015625,0.214263916015625,-2.2180526,0.0007233481,1.0001122,1.0464648e-06,0.3759016070449561
-12.0,-11.955691,0.04430866241455078,0.04430866241455078,-3.979346,0.024253065,2.3527207,2.7263231e-06,0.36923885345458984
-12.0,-11.957595,0.042405128479003906,0.042405128479003906,-4.0550594,0.012743205,2.2910395,1.207062e-06,0.3533760706583659
7.26,7.2344923,0.025507698059081818,0.025507698059081818,-2.6631157,0.0074994806,1.0180416,4.6209984e-06,0.351345703293138
32.0,31.888258,0.11174201965332031,0.11174201965332031,-2.616453,0.0011540274,1.2555426,1.0001777e-06,0.349193811416626
6.48,6.4574347,0.022565345764160583,0.022565345764160583,-3.422965,0.00471314,1.5114238,1.0178832e-06,0.34823064450865093
-91.0,-91.30936,0.309356689453125,0.309356689453125,-1.3701574,0.0030008277,1.0178941,2.446555e-05,0.33995240599244503
-16.0,-15.947461,0.05253887176513672,0.05253887176513672,-4.324418,0.024523554,3.0779152,1.7816442e-06,0.3283679485321045
45.0,44.85495,0.145050048828125,0.145050048828125,-2.2815058,0.00067986664,1.1146823,1.000048e-06,0.3223334418402778
-16.0,-15.948762,0.051238059997558594,0.051238059997558594,-4.3387265,0.024664257,3.1120472,1.7646814e-06,0.3202378749847412
-16.0,-15.950116,0.04988384246826172,0.04988384246826172,-4.3385973,0.024678493,3.1081388,1.7696559e-06,0.31177401542663574
-82.0,-81.74501,0.2549896240234375,0.2549896240234375,-1.5895813,0.0039016744,1.0279095,2.0730522e-05,0.3109629561261433
-39.0,-38.87881,0.12118911743164062,0.12118911743164062,-3.6195252,0.013839407,2.090658,2.6425282e-06,0.3107413267477965
32.0,31.908484,0.09151649475097656,0.09151649475097656,-2.6008806,0.0011301446,1.2404087,1.0001787e-06,0.28598904609680176
6.48,6.4981413,0.018141288757323792,0.018141288757323792,-3.4229198,0.004475964,1.5723568,1.0129628e-06,0.2799581598352437
-57.0,-56.84267,0.15732955932617188,0.15732955932617188,-3.3715196,0.0033766956,2.063626,1.0511696e-06,0.27601677074766995
27.0,27.07448,0.07448005676269531,0.07448005676269531,-2.761292,0.0013042451,1.4412556,1.0001598e-06,0.2758520620840567
-90.0,-89.75386,0.2461395263671875,0.2461395263671875,-2.5024781,0.0021733893,1.1163608,1.9761815e-06,0.2734883626302083
32.0,31.91464,0.08535957336425781,0.08535957336425781,-2.6272175,0.0011595078,1.2682362,1.0001702e-06,0.26674866676330566
-78.0,-77.79361,0.206390380859375,0.206390380859375,-2.8528852,0.0017650513,1.4367005,1.0595519e-06,0.2646030523838141
-35.0,-35.091995,0.0919952392578125,0.0919952392578125,-3.2705486,0.019255415,1.8321736,6.7680953e-06,0.26284354073660715
-56.0,-56.146015,0.14601516723632812,0.14601516723632812,-2.9226136,0.006714044,1.3030355,3.1945979e-06,0.26074137006487164
-18.0,-17.955341,0.044658660888671875,0.044658660888671875,-4.1748857,0.02118156,2.7047477,1.8624603e-06,0.24810367160373265
-80.0,-80.193695,0.193695068359375,0.193695068359375,-2.7038128,0.0030362997,1.2017179,2.0259165e-06,0.24211883544921875
-20.0,-19.952864,0.04713630676269531,0.04713630676269531,-3.7929587,0.020290842,2.1159194,2.9685875e-06,0.23568153381347656
-62.0,-61.8563,0.14369964599609375,0.14369964599609375,-3.330135,0.0031806787,1.9905348,1.0569303e-06,0.23177362257434475
-15.0,-14.966727,0.033272743225097656,0.033272743225097656,-4.3355656,0.023312805,3.0236354,1.6889105e-06,0.22181828816731772
-56.0,-56.1226,0.12260055541992188,0.12260055541992188,-3.2909186,0.0059288978,1.5740565,1.6609486e-06,0.2189295632498605
-56.0,-56.11807,0.11806869506835938,0.11806869506835938,-3.2966383,0.005913929,1.578263,1.648579e-06,0.21083695547921316
-16.0,-15.967221,0.03277873992919922,0.03277873992919922,-4.295968,0.025965676,3.008548,2.0251427e-06,0.20486712455749512
-28.0,-28.055803,0.05580329895019531,0.05580329895019531,-4.062929,0.023585184,2.8458376,2.7133492e-06,0.19929749625069754
-12.0,-11.976302,0.023697853088378906,0.023697853088378906,-4.0110483,0.01402419,2.129362,1.3593262e-06,0.19748210906982422
7.26,7.2741575,0.014157524108886932,0.014157524108886932,-2.6893194,0.0072765304,1.01796,4.257375e-06,0.195007219130674
-56.0,-55.896538,0.10346221923828125,0.10346221923828125,-3.4372396,0.005009049,1.8052299,1.2320241e-06,0.18475396292550222
-16.0,-15.971408,0.02859210968017578,0.02859210968017578,-4.336035,0.025275812,3.072729,1.8703321e-06,0.17870068550109863
-76.0,-76.133575,0.133575439453125,0.133575439453125,-2.6906004,0.0039940868,1.1982177,2.7914712e-06,0.17575715717516446
-87.0,-87.14928,0.1492767333984375,0.1492767333984375,-2.6682744,0.0021724976,1.174923,1.5470371e-06,0.17158245218211207
45.0,45.075684,0.07568359375,0.07568359375,-2.320478,0.0007726626,1.0630758,1.0001368e-06,0.1681857638888889
-86.0,-85.858536,0.1414642333984375,0.1414642333984375,-2.121813,0.0031575146,1.0694261,6.083779e-06,0.16449329464934592
-8.0,-8.013143,0.013142585754394531,0.013142585754394531,-3.9566252,0.010404214,2.1147275,1.1255634e-06,0.16428232192993164
6.48,6.4695196,0.010480384826660583,0.010480384826660583,-3.4229467,0.004681344,1.517065,1.0172303e-06,0.16173433374476207
-68.0,-67.900696,0.09930419921875,0.09930419921875,-3.1362355,0.0021214662,1.8788854,1.0239479e-06,0.14603558708639705
-62.0,-61.91014,0.0898590087890625,0.0898590087890625,-3.3395517,0.0030956578,1.9857028,1.0526783e-06,0.1449338851436492
-37.0,-37.050274,0.050273895263671875,0.050273895263671875,-3.5330286,0.016302945,2.00388,3.8113908e-06,0.13587539260451859
-62.0,-61.93553,0.0644683837890625,0.0644683837890625,-2.8513474,0.0046729404,1.2077736,2.4223389e-06,0.10398126417590726
-30.0,-29.96904,0.0309600830078125,0.0309600830078125,-4.288007,0.018319944,3.181343,1.5582384e-06,0.10320027669270833
-35.0,-35.032433,0.03243255615234375,0.03243255615234375,-3.3591723,0.018920291,1.8876827,5.8922924e-06,0.09266444614955358
-65.0,-65.0317,0.03170013427734375,0.03170013427734375,-3.2893202,0.003977781,1.643311,1.2354776e-06,0.048769437349759616
32.0,32.01358,0.013580322265625,0.013580322265625,-2.642423,0.001084304,1.369397,1.0000924e-06,0.042438507080078125
7.26,7.261386,0.001385917663574432,0.001385917663574432,-2.4287443,0.008296816,1.0130899,8.120374e-06,0.019089774980364075
18.0,17.997374,0.0026264190673828125,0.0026264190673828125,-3.0363739,0.0023636944,1.382821,1.0017885e-06,0.014591217041015625
