"C, wt.%","Si, wt.%","Mn, wt.%","P, wt.%","S, wt.%","Ni, wt.%","Cr, wt.%","Mo, wt.%","Al, wt.%","N, wt.%","Ti, wt.%","Fe, wt.%","Nb, wt.%","B, wt.%","Cu, wt.%","V, wt.%","Zr, wt.%","W, wt.%","Sn, wt.%","Co, wt.%","O, wt,%","Ta, wt.%","As, wt%","Sb, wt.%",Length (mm),Width (mm),Thickness (mm),Test Temperature (C) ,Impact energy (J),DBTT,USE
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-23.9864864864864,35.7862407862407,1.2,138.1189938135205
0.22,0.31,1.36,0.01,0.012,0.58,0.13,0.52,0.0,0.0,0.0,96.718,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,0.688748741988376,104.980842911877,-16.0,157.8845317418927
0.17,0.35,0.78,0.009,0.005,0.58,0.1,0.64,0.0,0.0,0.0,97.29,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-165.0,3.3,-165.0,7.9
0.21,0.21,0.3,0.0,0.0,3.6,1.8,0.5,0.0,0.0,0.0,93.35,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-149.390815370196,42.6014319809069,-95.0,256.7797861201668
0.23,0.22,1.31,0.028,0.017,0.7,0.003,0.52,0.0,0.01,0.0,96.6574,0.0,0.0006,0.3,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,105.05617977528,28.1829419035846,147.0,82.9427848885495
0.23,0.22,1.31,0.025,0.018,0.7,0.003,0.51,0.0,0.009,0.0,96.9686,0.0,0.0004,0.002,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,203.94366197183,148.883374689826,20.0,153.887115756923
0.21,0.3,1.33,0.008,0.007,0.76,0.13,0.54,0.025,0.0,0.0,96.45400000000001,0.0,0.0,0.08,0.01,0.0,0.0,0.006,0.13,0.0,0.01,0.0,0.0,55.0,10.0,10.0,-103.900709219858,2.63431542461006,-4.0,206.7094304638865
0.16,0.22,1.33,0.008,0.004,0.76,0.22,0.51,0.0,0.0,0.0,96.691,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-140.455120101137,1.75438596491221,-57.0,168.421052631578
0.23,0.19,1.48,0.008,0.016,0.68,0.12,0.51,0.0,0.0,0.0,96.606,0.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-5.137223173113168,31.64211453616796,31.0,138.3217612803561
0.16,0.22,1.33,0.008,0.004,0.76,0.22,0.51,0.0,0.0,0.0,96.691,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-61.0619469026548,111.228070175438,-56.0,215.5666205463176
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,73.6301369863015,88.847858197932,19.71,101.8237300962357
0.18,0.24,1.42,0.017,0.004,0.84,0.14,0.51,0.0,0.0,0.0,96.509,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,99.2647058823529,190.438247011952,12.0,217.8225165281674
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.5,2.5,-97.7272842043601,0.568267322482741,-71.0,3.621285147495869
0.2,0.0,0.32,0.0,0.0,3.56,1.78,0.49,0.0,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-90.1548672566371,42.1602787456445,-97.0,113.937282229965
0.21,0.0,0.3,0.0,0.0,3.59,1.79,0.54,0.0,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-89.7260273972602,40.9580838323353,-70.0,222.7125732650454
0.21,0.25,1.24,0.007,0.002,0.88,0.21,0.47,0.008,0.0,0.0,96.689,0.0,0.0,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-10.4186952288218,178.538283062645,-1.0,384.3532607721893
0.2,0.0,0.33,0.002,0.0,3.57,1.87,0.1,0.0,0.0,0.0,93.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.022988505747,222.882615156017,-106.0,233.8210410645047
0.2,0.0,0.3,0.0,0.0,2.5,1.8,0.5,0.0,0.0,0.0,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,0.112107623318365,270.543806646525,-64.0,285.6892286787615
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,11.9666048237477,69.3111931119311,15.0,183.6428102769749
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,89.6903241182079,272.53814147018,-11.0,267.2479373375093
0.16,0.29,1.35,0.011,0.008,0.64,0.06,0.5,0.0,0.0,0.0,96.979,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-73.7623762376237,8.85638297872333,1.48,178.629544278404
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,12.7331717451523,27.4825174825174,-16.0,26.65589486285129
0.22,0.2,1.23,0.007,0.0022,0.86,0.21,0.49,0.0,0.0,0.0,96.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-80.0403225806451,65.9974905897113,-51.0,193.9966627768262
0.22,0.18,1.35,0.01,0.012,0.62,0.0,0.62,0.0,0.0,0.0,96.848,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,5.0,5.0,375.136314067611,10.2686567164179,198.0,11.39367127621349
0.17,0.28,1.39,0.01,0.01,0.56,0.0,0.49,0.0,0.0,0.0,97.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,3.33,3.33,-21.0358870967741,7.27810650887573,-62.0,7.011393400514201
0.19,0.2,1.29,0.007,0.008,0.8,0.12,0.53,0.0,0.0,0.0,96.745,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,200.413223140495,173.316708229426,-39.0,194.1906240579577
0.22,0.18,1.35,0.01,0.012,0.62,0.0,0.62,0.0,0.0,0.0,96.848,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,5.0,5.0,-50.5997818974918,0.477611940298505,198.0,11.39367127621349
0.2,0.0,0.32,0.0,0.0,3.56,1.78,0.49,0.0,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-90.3582718651212,153.960964408725,-90.0,281.3465059278453
0.21,0.25,1.24,0.007,0.002,0.88,0.21,0.47,0.008,0.0,0.0,96.689,0.0,0.0,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,19.8419666374012,380.115424973767,-14.0,426.3464433881589
0.21,0.0,0.0,0.0,0.0,3.63,2.47,0.53,0.0,0.0,0.0,93.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-196.115537848605,3.77833753148604,-95.0,209.2779983209039
0.208,0.0,0.319,0.002,0.0,4.82,1.83,0.0,0.0,0.0,0.0,92.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,25.1670378619153,202.820512820512,-113.0,208.5179014096435
0.21,0.26,1.2,0.008,0.002,0.28,0.23,0.05,0.02,0.0,0.0,97.694,0.0,0.0,0.04,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,40.0712377560106,284.922394678492,14.0,316.0594134240749
0.18,0.24,1.42,0.017,0.004,0.84,0.14,0.51,0.0,0.0,0.0,96.509,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,199.264705882352,188.446215139442,12.0,217.8225165281674
0.2,0.23,1.35,0.012,0.015,0.75,0.2,0.5,0.0,0.0,0.0,96.623,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,29.9379939209727,190.416666666666,-49.0,214.6217922449976
0.19,0.26,1.27,0.0059,0.0022,0.38,0.22,0.08,0.017,0.0,0.0,97.4769,0.0,0.0,0.05,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,120.213713268032,365.853658536585,-19.0,365.853658536585
0.2,0.0,0.35,0.002,0.002,4.82,1.83,0.53,0.0,0.0,0.0,92.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-119.912472647702,42.5257731958762,-64.0,228.3400106693199
0.2,0.0,0.3,0.0,0.0,3.5,1.0,0.5,0.0,0.0,0.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-44.9551569506725,67.9758308157098,-42.0,180.1128608320557
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.33,3.33,-50.0724628712871,6.2557856272838,-53.0,8.450778278721494
0.24,0.0,1.39,0.0,0.0,0.86,0.22,0.53,0.0,0.0,0.0,96.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,26.0099980690425,199.541252995549,-22.0,195.2270180728046
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,9.24657534246577,43.4268833087149,19.71,101.8237300962357
0.21,0.25,1.24,0.007,0.002,0.88,0.21,0.47,0.008,0.0,0.0,96.689,0.0,0.0,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-10.4477611940298,229.958027282266,-17.0,394.3218441201947
0.211,0.0,0.111,0.002,0.0,3.64,1.85,0.0,0.0,0.0,0.0,94.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,24.3996157540826,233.52033660589,-80.0,231.0544517001054
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.0,0.0,0.0,0.0,97.2756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,58.5379279279279,237.578419071518,-7.0,266.7765735797275
0.153,0.237,1.19,0.0,0.0,0.392,0.252,0.11,0.016,0.0,0.0,97.548,0.0,0.0,0.05,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.9528301886792,110.741301059001,-29.0,405.4295673387351
0.21,0.25,1.24,0.007,0.002,0.88,0.21,0.47,0.008,0.0,0.0,96.689,0.0,0.0,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-69.929762949956,11.3326337880376,-17.0,393.5655858822619
0.18,0.24,1.42,0.017,0.004,0.84,0.14,0.51,0.0,0.0,0.0,96.509,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,59.5588235294117,201.992031872509,12.0,217.8225165281674
0.2,0.0,0.25,0.0,0.0,3.4,1.83,0.49,0.0,0.0,0.0,93.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,23.1597845601436,203.926380368098,-75.0,229.1276730096589
0.19,0.0,0.3,0.002,0.0,3.59,1.79,0.5,0.0,0.0,0.0,93.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,25.0,236.255572065378,-90.0,232.2529250635936
0.19,0.2,1.29,0.007,0.008,0.8,0.12,0.53,0.0,0.0,0.0,96.745,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.3305785123966,46.7581047381546,-39.0,194.1906240579577
0.21,0.12,1.36,0.0,0.0,0.47,0.21,0.49,0.0,0.0,0.0,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,4.8,4.8,-60.1139601139601,7.61194029850746,-40.0,30.4975124378109
0.2,0.0,0.32,0.0,0.0,3.56,1.78,0.49,0.0,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,24.8893805309734,90.9407665505226,-84.0,92.73747286018671
0.21,0.3,1.33,0.008,0.007,0.76,0.13,0.54,0.025,0.0,0.0,96.45400000000001,0.0,0.0,0.08,0.01,0.0,0.0,0.006,0.13,0.0,0.01,0.0,0.0,55.0,10.0,10.0,-32.9787234042553,32.582322357019,-4.0,206.7094304638865
0.2,0.085,1.35,0.007,0.003,0.83,0.155,0.5,0.013,0.0,0.0,96.8095,0.0,0.0,0.04,0.004,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,4.60652591170833,192.318435754189,-12.0,288.4576293475158
0.24,0.41,1.52,0.028,0.023,0.43,0.08,0.49,0.0,0.0,0.0,96.589,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,99.7840172786177,67.8178963893249,13.0,71.29178324518352
0.19,0.26,1.27,0.0059,0.0022,0.38,0.22,0.08,0.017,0.0,0.0,97.4769,0.0,0.0,0.05,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-0.178094390026842,184.035476718403,-19.0,365.853658536585
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,58.3487940630798,141.635916359163,16.0,153.6012520893074
0.21,0.0,0.0,0.0,0.0,3.57,1.87,0.11,0.0,0.0,0.0,94.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.1593625498007,187.027707808564,-96.0,230.2120787161278
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,20.2054794520548,84.6381093057607,16.43,132.0159656635306
0.16,0.22,1.33,0.008,0.004,0.76,0.22,0.51,0.0,0.0,0.0,96.691,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.3034134007585,75.7894736842104,-66.0,155.438596491228
0.17,0.25,1.3,0.009,0.003,0.73,0.1,0.47,0.0,0.0,0.0,96.903,0.0,0.0,0.063,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.5,2.5,-108.503401360544,2.47338618346545,-91.0,4.450594904373757
0.23,0.19,1.48,0.008,0.016,0.68,0.12,0.51,0.0,0.0,0.0,96.606,0.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,112.3027795834761,132.8528627084939,31.0,138.3217612803561
0.1,0.2,0.7,0.0,0.0,1.9,0.15,1.5,0.03,0.0,0.0,95.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-20.1754385964912,211.764705882352,-57.0,249.5177713643042
0.19,0.23,1.33,0.007,0.001,0.52,0.062,0.53,0.056,0.009,0.0,97.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-149.721311475409,8.97959183673469,-82.0,174.3089392844797
0.2,0.0,0.3,0.0,0.0,3.64,1.8,0.49,0.0,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,12.6794258373204,193.533834586466,-62.0,207.4386189347269
0.117,0.244,1.17,0.0,0.0,0.357,0.234,0.085,0.005,0.0,0.011,97.679,0.01,0.0,0.049,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-49.9999999999999,14.5234493192132,-50.0,420.4236533845817
0.21,0.12,1.36,0.0,0.0,0.47,0.21,0.49,0.0,0.0,0.0,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,4.8,4.8,-0.284900284900317,11.7412935323383,4.8,20.86701886793508
0.5,0.2,1.0,0.0,0.0,1.5,0.15,1.0,0.03,0.0,0.0,95.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-140.643274853801,4.02813299232741,-86.0,412.3557128825002
0.18,0.16,1.53,0.003,0.0011,0.63,0.15,0.0,0.0,0.0,0.0,97.0459,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,18.928018018018,168.632371392722,-5.0,268.37694517916
0.215,0.0,0.334,0.002,0.0,2.66,1.81,0.0,0.0,0.0,0.0,94.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,23.9848914069877,272.522522522522,-46.0,273.2258046109118
0.17,0.35,0.78,0.009,0.005,0.58,0.1,0.64,0.0,0.0,0.0,97.29,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-200.0,1.0,-165.0,7.9
0.08,0.11,1.33,0.007,0.003,0.83,0.0,0.43,0.0,0.0,0.0,97.13,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-9.78326978074352,204.715672676837,-25.0,228.0253621135996
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.33,3.33,-100.034962871287,7.62971985383678,-106.0,8.934415955675817
0.23,0.22,1.29,0.002,0.013,0.045,0.0,0.53,0.0,0.0,0.0,97.386,0.0,0.0,0.28,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-18.0722891566265,7.725470085470062,45.0,145.513038476987
0.18,0.24,1.42,0.017,0.004,0.84,0.14,0.51,0.0,0.0,0.0,96.509,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.6617647058823,7.17131474103587,12.0,217.8225165281674
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,-9.68767313019395,24.6153846153846,-25.0,29.08357137388323
0.21,0.25,1.24,0.007,0.002,0.88,0.21,0.47,0.008,0.0,0.0,96.689,0.0,0.0,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,0.0486854917234609,193.677494199535,-0.68,389.752427719466
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,149.298519095869,60.328317373461,77.0,64.90379440248711
0.24,0.41,1.52,0.028,0.023,0.43,0.08,0.49,0.0,0.0,0.0,96.589,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,79.7520661157025,66.7082294264339,10.0,72.64149779436258
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-82.9059829059828,2.86532951289393,7.26,144.060117226837
0.22,0.18,1.35,0.01,0.012,0.62,0.0,0.62,0.0,0.0,0.0,96.848,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.33,3.33,208.333333333332,4.55110497237569,95.0,4.712825727264768
0.2,0.0,0.3,0.0,0.0,3.5,1.8,1.0,0.0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-195.749704840613,5.75342465753419,-84.0,198.3314600401603
0.16,0.22,1.33,0.008,0.004,0.76,0.22,0.51,0.0,0.0,0.0,96.691,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.2035398230088,148.771929824561,-56.0,215.5666205463176
0.08,0.11,1.33,0.007,0.003,0.83,0.0,0.43,0.0,0.0,0.0,97.13,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.5,1.5,-20.1002079002079,1.00556962025316,-108.0,0.9854899942219124
0.21,0.21,0.3,0.0,0.0,3.6,1.8,0.5,0.0,0.0,0.0,93.35,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,49.671977507029,235.560859188544,-95.0,256.7797861201668
0.2,0.23,1.35,0.012,0.015,0.75,0.2,0.5,0.0,0.0,0.0,96.623,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-96.4210061782877,51.6577540106952,-48.0,214.6036725267183
0.17,0.35,0.78,0.009,0.005,0.58,0.1,0.64,0.0,0.0,0.0,97.29,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,0.0,7.9,-165.0,7.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,24.5045045045045,89.4409937888199,6.48,144.3268938419781
0.24,0.0,1.39,0.0,0.0,0.86,0.22,0.53,0.0,0.0,0.0,96.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.5063185221737,58.4799726121191,-22.0,195.2270180728046
0.17,0.35,0.78,0.009,0.005,0.58,0.1,0.64,0.0,0.0,0.0,97.29,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-150.0,5.2,-165.0,7.9
0.211,0.0,0.323,0.002,0.0,3.64,2.47,0.0,0.0,0.0,0.0,93.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-0.586510263929596,203.34672021419,-99.0,218.6753737242182
0.153,0.237,1.19,0.0,0.0,0.392,0.252,0.11,0.016,0.0,0.0,97.548,0.0,0.0,0.05,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,22.1698113207547,403.630862329803,-29.0,405.4295673387351
0.19,0.17,1.41,0.004,0.002,0.74,0.12,0.48,0.0,0.0,0.0,96.854,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,94.8497854077253,214.136732329084,35.0,240.0663172362686
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,17.094017094017,62.1776504297994,7.26,144.060117226837
0.08,0.11,1.33,0.007,0.003,0.83,0.0,0.43,0.0,0.0,0.0,97.13,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.5,1.5,-100.081756756756,0.129113924050632,-74.0,0.9078606036183505
0.08,0.11,1.33,0.007,0.003,0.83,0.0,0.43,0.0,0.0,0.0,97.13,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.5,1.5,-0.0644723618090381,1.04407643312101,-109.0,0.9851828868863528
0.16,0.33,1.27,0.01,0.005,1.97,0.07,0.63,0.0,0.0,0.0,95.49,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-40.0,5.2,-50.0,8.0
0.21,0.0,0.515,0.002,0.0,3.63,1.86,0.0,0.0,0.0,0.0,93.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-9.44584382871528,67.7223719676549,-1.88,227.3285999929047
0.16,0.22,1.33,0.008,0.004,0.76,0.22,0.51,0.0,0.0,0.0,96.691,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.3034134007585,42.8070175438596,-57.0,168.421052631578
0.2,0.0,0.32,0.0,0.0,3.56,1.78,0.49,0.0,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,24.3362831858406,48.0836236933797,-66.0,57.93888185849972
0.16,0.33,1.27,0.01,0.005,1.97,0.07,0.63,0.0,0.0,0.0,95.49,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-150.0,0.5,-50.0,8.0
